"acc_num","eppi_id","short_title","title","journal","year","date_assessed","person","include","reason","country","geographic_region","site_details","comparator","wetland_class","saline_or_freshwater","disturbance_category","disturbance_type","restoration_time_period","restoration_activity","time_since_restoration","study_information","notes","measured_outcome","other_outcome","multivariate_community_composition","univariate_diversity_metric","richness","abundance_density","cover","biomass","stem_density","litter_biomass","canopy_height_structure","primary_productivity","body_size","bulk_density","soil_organic_matter","organic_carbon","cation_exchange_capacity","total_carbon","phosphorus","microbial_biomass","physiochemical_soil_property","soil_nutrients","carbon_mineralization","physiochemical_water_properties","plant_tissues_chemical_analysis","eddy_flux_measurements","ghg_emissions","gross_ecosystem_productivity","hydrology","other"
"A56","113","Benson 2013","Chapter 1: Biodiversity and Habitat Value of US Federal Wetland Restorations on Private Property in Northern New York","PhD Thesis","2013","01-Dec-23","CR","Y","","USA","New York","St Lawrence River Valley","Reference, Restored","marsh","freshwater","Agriculture and aquaculture","Agriculture?","1988-2008?","Unclear","1-21 years","Comparison, Paired restored (n=14) and reference (n=14) wetlands that were paired based on wetland area, proportion of open water, distance between sites, presence of beavers; conducted bird surveys (callbacks), anuran surveys, reptile survey, fish surveys, plant surveys ","Table 1.3 summary of all results","Reptiles","",NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A56","113","Benson 2013","Chapter 1: Biodiversity and Habitat Value of US Federal Wetland Restorations on Private Property in Northern New York","PhD Thesis","2013","01-Dec-23","CR","Y","","USA","New York","St Lawrence River Valley","Reference, Restored","marsh","freshwater","Agriculture and aquaculture","Agriculture?","1988-2008?","Unclear","1-21 years","Comparison, Paired restored (n=14) and reference (n=14) wetlands that were paired based on wetland area, proportion of open water, distance between sites, presence of beavers; conducted bird surveys (callbacks), anuran surveys, reptile survey, fish surveys, plant surveys ","Table 1.3 summary of all results","Fish","",NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A56","113","Benson 2013","Chapter 1: Biodiversity and Habitat Value of US Federal Wetland Restorations on Private Property in Northern New York","PhD Thesis","2013","01-Dec-23","CR","Y","","USA","New York","St Lawrence River Valley","Reference, Restored","marsh","freshwater","Agriculture and aquaculture","Agriculture?","1988-2008?","Unclear","1-21 years","Comparison, Paired restored (n=14) and reference (n=14) wetlands that were paired based on wetland area, proportion of open water, distance between sites, presence of beavers; conducted bird surveys (callbacks), anuran surveys, reptile survey, fish surveys, plant surveys ","Table 1.3 summary of all results","Vegetation","",NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A59","120","Bernhard et al 2012","Increased Variability of Microbial Communities in Restored Salt Marshes nearly 30 Years After Tidal Flow Restoration","Estuaries and Coasts","2012","01-Dec-23","CR","Y","","USA","Connecticut","Southeastern Connecticut","Reference, Restored","marsh","freshwater","Natural system modification","Impoundment","1978-1991","Installed culverts","15-28 years","Comparison, Triplicate sediment cores taken from wetlands in June, July, and October 2006; extracted DNA and did real time PCR of bacterial genes/amplified","","Microbial","",1,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A60","124","Besasie and Buckley 2012","Carbon Sequestration Potential at Central Wisconsin Wetland Reserve Program Sites","Soil Science Society of America Journal","2012","06-Dec-23","CR","Y","","USA","Wisconsin","central Wisconsin","Reference, Restored","marsh","freshwater","Agriculture and aquaculture","Agriculture","1992-2009","Not stated","0-17 years","Comparison, Soil sampling at 32 restored wetlands (pre-restoration to 17 years post-restoration) and six native wetlands; soil samples collected as a composite (n = 3) and sampling sites were described for organic depth; undisturbed samples were collected in duplicate in each work area","","Abiotic","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A62","129","Bienida and Strack 2021","Steady and ebullitive methane fluxes from active, restored and unrestored horticultural peatlands","Ecological Engineering ","2021","06-Dec-23","CR","Y","","Canada","Alberta","Seba Beach peatland complex","","peatland","freshwater","Biological resource use","Peat extraction","1991, 2009, 2012","Moss layer transfer technique, ditches blocked/flooding","4-25 years","Comparison, Sites consisted of a currently extracted (Active) site, an unrestored (Unrestored) site, three sites restored in 2012 (4–5 years prior to the study), 2009 (7–8 years) and 1991 (24–25 years) (RES-2012, RES-2009, RES-1991, respectively) and a natural peatland (Natural). Plots established in May and June 2016 for CH4 flux measurements using a portable GHG analyzer for [CH4] and [CO2]","","Abiotic","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,"",""
"A65","143","Bonello and Judd 2020","Plant community recovery after herbicide management to remove Phragmites australis in Great Lakes coastal wetlands","Restoration Ecology","2020","06-Dec-23","CR","Y","","USA","Detroit","Detroit River International Wildlife Refuge","Disturbed, Restored","marsh","freshwater","Invasive and other problematic species/genes","Invasive species (Phragmites)","2007 and 2011","Herbicide application (glyphosate-based herbicide)","7-11 years","Comparison, Gradient from shallow to deep water, surveys consisted of three 100 m transects at each site; surveyed elevent 1m2 plots located every 10 m along each stransect (33 plots per site)","Mowing also occurred at some sites but they don't have a record of when/where","Vegetation","",1,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A68","152","Bortolotti et al 2016a","Prairie wetland communities recover at different rates following hydrological restoration","Freshwater Biology","2016","06-Dec-23","CR","Y","","Canada","Saskatchewan","Prairie Pothole Region","Reference, Restored","marsh","freshwater","Natural system modification","Drainage","1997-2010","Hydrological restoration; earthen  berms across drainage ditches","1-14 years","Comparison, Sampled each wetland three times from May to August 2011","","Abiotic","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",""
"A68","152","Bortolotti et al 2016a","Prairie wetland communities recover at different rates following hydrological restoration","Freshwater Biology","2016","06-Dec-23","CR","Y","","Canada","Saskatchewan","Prairie Pothole Region","Reference, Restored","marsh","freshwater","Natural system modification","Drainage","1997-2010","Hydrological restoration; earthen  berms across drainage ditches","1-14 years","Comparison, Sampled each wetland three times from May to August 2011","","Phytoplankton","",1,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A68","152","Bortolotti et al 2016a","Prairie wetland communities recover at different rates following hydrological restoration","Freshwater Biology","2016","06-Dec-23","CR","Y","","Canada","Saskatchewan","Prairie Pothole Region","Reference, Restored","marsh","freshwater","Natural system modification","Drainage","1997-2010","Hydrological restoration; earthen  berms across drainage ditches","1-14 years","Comparison, Sampled each wetland three times from May to August 2011","","Zooplankton","",1,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A68","152","Bortolotti et al 2016a","Prairie wetland communities recover at different rates following hydrological restoration","Freshwater Biology","2016","06-Dec-23","CR","Y","","Canada","Saskatchewan","Prairie Pothole Region","Reference, Restored","marsh","freshwater","Natural system modification","Drainage","1997-2010","Hydrological restoration; earthen  berms across drainage ditches","1-14 years","Comparison, Sampled each wetland three times from May to August 2011","","Macroinvertebrates","",1,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A68","152","Bortolotti et al 2016a","Prairie wetland communities recover at different rates following hydrological restoration","Freshwater Biology","2016","06-Dec-23","CR","Y","","Canada","Saskatchewan","Prairie Pothole Region","Reference, Restored","marsh","freshwater","Natural system modification","Drainage","1997-2010","Hydrological restoration; earthen  berms across drainage ditches","1-14 years","Comparison, Sampled each wetland three times from May to August 2011","","Vegetation","",1,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A69","153","Bortolotti et al 2016b","Net Ecosystem Production and Carbon Greenhouse Gas Fluxes in Three Prairie Wetlands","Ecosystem","2016","06-Dec-23","CR","Y","","Canada","Saskatchewan","Prairie Pothole Region","Reference, Restored","marsh","freshwater","Natural system modification","Drainage","1997-2010","Hydrological restoration; earthen  berms across drainage ditches","1-14 years","Comparison, Sampled each wetland (1 of each age, so a total of three) from May-August both years, deployed rafts with a sonde and small meteorlogical station over deepest point of the wetlands; collected sediment samples in 2013","Characterized the metabolic status and carbon fluxes of the open-water zones of two restored and one natural prairie wetland ","Abiotic","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"",1,NA,NA,1,NA,"",""
"A70","154","Bortolotti et al 2019","Drivers of ecosystem metabolism in restored and natural prairie wetlands","Canadian Journal of Fisheries and Aquatic Sciences","2019","07-Dec-23","CR","Y","","Canada","Saskatchewan","Prairie Pothole Region","Reference, Restored","marsh","freshwater","Natural system modification","Drainage","1997-2010","Hydrological restoration; earthen  berms across drainage ditches","1-14 years","Comparison, Floated anchored rafts holding a sonde and meteorlogical station in open-water zone of wetlands to measure ecosystem metabolism using diel oxygen technique","Sondes equipped with O2, pH, temp, and conductivity probes; ","Abiotic","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"",1,NA,NA,NA,1,"",""
"A70","154","Bortolotti et al 2019","Drivers of ecosystem metabolism in restored and natural prairie wetlands","Canadian Journal of Fisheries and Aquatic Sciences","2019","07-Dec-23","CR","Y","","Canada","Saskatchewan","Prairie Pothole Region","Reference, Restored","marsh","freshwater","Natural system modification","Drainage","1997-2010","Hydrological restoration; earthen  berms across drainage ditches","1-14 years","Comparison, Floated anchored rafts holding a sonde and meteorlogical station in open-water zone of wetlands to measure ecosystem metabolism using diel oxygen technique","Sondes equipped with O2, pH, temp, and conductivity probes; ","Vegetation","",NA,NA,NA,NA,1,NA,"",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A74","165","Bowron et al 2011","Macro-Tidal Salt Marsh Ecosystem Response to Culvert Expansion","Restoration Ecology","2011","07-Dec-23","CR","Y","","Canada","Nova Scotia","Bay of Fundy","Reference, Restored","marsh","saline","Agriculture and aquaculture","Diked, agriculture","2005","Restored tidal flow via new culverts","1-2 years","Comparison, Before and After monitoring of restored wetlands using transects ","Hydrology (Digital Elevation Model & depth to groundwater), soils and sediment (pore water salinity, surface elevation changes, accretion, etc)","Abiotic","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"1",""
"A74","165","Bowron et al 2011","Macro-Tidal Salt Marsh Ecosystem Response to Culvert Expansion","Restoration Ecology","2011","07-Dec-23","CR","Y","","Canada","Nova Scotia","Bay of Fundy","Reference, Restored","marsh","saline","Agriculture and aquaculture","Diked, agriculture","2005","Restored tidal flow via new culverts","1-2 years","Comparison, Before and After monitoring of restored wetlands using transects ","","Vegetation","",NA,NA,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A74","165","Bowron et al 2011","Macro-Tidal Salt Marsh Ecosystem Response to Culvert Expansion","Restoration Ecology","2011","07-Dec-23","CR","Y","","Canada","Nova Scotia","Bay of Fundy","Reference, Restored","marsh","saline","Agriculture and aquaculture","Diked, agriculture","2005","Restored tidal flow via new culverts","1-2 years","Comparison, Before and After monitoring of restored wetlands using transects ","","Fish","",NA,NA,1,1,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A83","182","Brown et al 1997","Macroinvertebrate responses to wetland restoration in northern New York","Community and Ecosystem Ecology","1997","08-Dec-23","CR","Y","","USA","New York","Lake Ontario coastal plain","Reference, Restored","marsh","freshwater","Agriculture and aquaculture","Drained for pasture and forage crops","1991","Damming drainage ditches, builing berms to retain water","1-3 years","Comparison, ANOVA, comparing macroinvertebrates between restored and reference wetlands (unbalanced sample size)","","Macroinvertebrates","",NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A84","183","Brown and Smith 1998","Breeding season bird use of recently restored versus natural wetlands in New York","J. Wildlife Management","1998","08-Dec-23","CR","Y","","USA","New York","Lake Ontario coastal plain","Reference, Restored","marsh","freshwater","Agriculture and aquaculture","Drained for pasture and forage crops","1991","Damming drainage ditches, builing berms to retain water","1-3 years","Comparison, Bird surveys at wetlands, number of wetlands changed each year because of management in the area","","Vegetation","",1,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A85","186","Brown 1999","Vegetation similarity and avifaunal food value of restored and natural marshes in northern New York","Restoration Ecology","1999","08-Dec-23","CR","Y","","USA","New York","Lake Ontario coastal plain","Reference, Restored","marsh","freshwater","Agriculture and aquaculture","Drained for pasture and forage crops","1991","Damming drainage ditches, builing berms to retain water","0-3","Comparison, Before-After measurement of vegetation community","","Vegetation","",NA,1,NA,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A86","187","Brown and Norris 2018","Detecting soil and plant community changes in restored wetlands using a chronosequence approach","Wetlands Ecol Manage","2018","08-Dec-23","CR","Y","","USA","New York","Lake Ontario coastal plain","Reference, Restored","marsh","freshwater","Agriculture and aquaculture","Drained for pasture and forage crops","Varies","Disabled drainage systems, excavating basins","0-15 years","Comparison, Chronosequence; 12 tilled restorations were zero (n = 1), two (1), three (2), five (1), seven (1), 10 (2), 11 (1), and 12 years old (n = 2) when sampled. The five untilled restorations were 0, 1, 6, 10, and 15 years old; four naturally-occurring, minimally impacted wetlands that were depressional","","Vegetation","",NA,NA,1,NA,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
"A86","187","Brown and Norris 2018","Detecting soil and plant community changes in restored wetlands using a chronosequence approach","Wetlands Ecol Manage","2018","08-Dec-23","CR","Y","","USA","New York","Lake Ontario coastal plain","Reference, Restored","marsh","freshwater","Agriculture and aquaculture","Drained for pasture and forage crops","Varies","Disabled drainage systems, excavating basins","0-15 years","Comparison, Chronosequence; 12 tilled restorations were zero (n = 1), two (1), three (2), five (1), seven (1), 10 (2), 11 (1), and 12 years old (n = 2) when sampled. The five untilled restorations were 0, 1, 6, 10, and 15 years old; four naturally-occurring, minimally impacted wetlands that were depressional","","Abiotic","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",""
